Date,Rain
2024-05-05 11:14:46,0
2024-05-05 11:34:52,0
2024-05-05 11:54:57,0
2024-05-05 12:15:03,0
2024-05-05 12:35:08,0
2024-05-05 12:55:13,0
2024-05-05 13:15:19,0
2024-05-05 13:35:24,0
2024-05-05 13:55:30,0
2024-05-05 14:15:35,0
2024-05-05 14:35:40,0
2024-05-05 14:55:46,0
2024-05-05 15:15:51,0
2024-05-05 15:35:57,0
2024-05-05 15:56:02,0
2024-05-05 16:16:08,0
2024-05-05 16:46:16,0
2024-05-05 17:06:22,0
2024-05-05 17:26:28,0
2024-05-05 17:46:34,0
2024-05-05 18:06:39,0
2024-05-05 18:26:44,0
2024-05-05 18:46:50,0
2024-05-05 19:06:55,0
2024-05-05 19:27:01,0
2024-05-05 19:47:06,0
2024-05-05 20:07:11,0
2024-05-05 20:27:17,0
2024-05-05 20:47:22,0
2024-05-05 21:07:28,0
2024-05-05 21:27:33,0
2024-05-05 21:47:38,0
2024-05-05 22:07:44,0
2024-05-05 22:17:46,0
2024-05-05 22:27:48,0
2024-05-05 22:37:50,0
2024-05-05 22:47:52,0
2024-05-05 22:57:54,0
2024-05-05 23:07:57,0
2024-05-05 23:17:59,0
2024-05-05 23:28:01,0
2024-05-05 23:38:03,0
2024-05-05 23:48:05,0
2024-05-05 23:58:07,0.2794
2024-05-06 00:08:09,0
2024-05-06 00:18:11,0.2794
2024-05-06 00:28:13,0
2024-05-06 00:38:16,0.2794
2024-05-06 00:48:18,0
2024-05-06 00:58:20,0
2024-05-06 01:08:22,0.2794
2024-05-06 01:18:24,0
2024-05-06 01:28:26,0.2794
2024-05-06 01:38:28,0
2024-05-06 01:48:30,0
2024-05-06 01:58:33,0
2024-05-06 02:08:35,0.2794
2024-05-06 02:18:37,0
2024-05-06 02:28:39,0
2024-05-06 02:38:42,0
2024-05-06 02:48:44,0
2024-05-06 02:58:46,0.2794
2024-05-06 03:08:49,0.2794
2024-05-06 03:18:51,0.2794
2024-05-06 03:28:53,0.2794
2024-05-06 03:38:55,0
2024-05-06 03:48:57,0.5588
2024-05-06 03:58:59,0.2794
2024-05-06 04:09:01,0.2794
2024-05-06 04:19:03,0
2024-05-06 04:29:05,0.2794
2024-05-06 04:39:08,0.2794
2024-05-06 04:49:10,0
2024-05-06 04:59:12,0
2024-05-06 05:09:14,0
2024-05-06 05:19:16,0
2024-05-06 05:29:18,0
2024-05-06 05:39:20,0.2794
2024-05-06 05:49:22,0
2024-05-06 05:59:24,0.2794
2024-05-06 06:09:27,0.2794
2024-05-06 06:19:29,0.2794
2024-05-06 06:29:31,0
2024-05-06 06:39:33,0.2794
2024-05-06 06:49:35,0.2794
2024-05-06 06:59:37,0
2024-05-06 07:09:39,0.2794
2024-05-06 07:19:41,0
2024-05-06 07:29:43,0.2794
2024-05-06 07:39:46,0
2024-05-06 07:49:48,0
2024-05-06 07:59:50,0
2024-05-06 08:09:52,0
2024-05-06 08:19:54,0
2024-05-06 08:29:56,0.2794
2024-05-06 08:39:58,0
2024-05-06 08:50:00,0.2794
2024-05-06 09:00:03,0
2024-05-06 09:10:05,0
2024-05-06 09:20:07,0
2024-05-06 09:40:12,0
2024-05-06 10:00:18,0
2024-05-06 10:20:23,0
2024-05-06 10:40:28,0
2024-05-06 11:00:34,0
2024-05-06 11:20:39,0
2024-05-06 11:40:45,0
2024-05-06 12:10:53,0
2024-05-06 12:30:59,0
2024-05-06 12:51:04,0
2024-05-06 13:11:09,0
2024-05-06 13:31:15,0
2024-05-06 13:51:20,0
2024-05-06 14:11:26,0
2024-05-06 14:31:31,0
2024-05-06 14:51:36,0
2024-05-06 15:11:42,0
2024-05-06 15:31:47,0
2024-05-06 15:51:53,0
2024-05-06 16:11:58,0
2024-05-06 16:32:03,0
2024-05-06 16:52:09,0
2024-05-06 17:12:14,0
2024-05-06 17:32:20,0
2024-05-06 17:52:25,0
2024-05-06 18:12:30,0
2024-05-06 18:42:39,0
2024-05-06 19:02:44,0
2024-05-06 19:22:50,0
2024-05-06 19:42:55,0
2024-05-06 20:03:00,0
2024-05-06 20:23:06,0
2024-05-06 20:43:11,0
2024-05-06 21:03:16,0
2024-05-06 21:23:22,0
2024-05-06 21:43:27,0
2024-05-06 22:03:33,0
2024-05-06 22:23:38,0
2024-05-06 22:43:43,0
2024-05-06 23:44:00,0
2024-05-06 23:54:02,0
2024-05-07 00:04:04,0
2024-05-07 00:14:06,0
2024-05-07 00:24:08,0
2024-05-07 00:34:10,0
2024-05-07 00:44:12,0
2024-05-07 00:54:14,0
2024-05-07 01:04:16,0
2024-05-07 01:14:19,0
2024-05-07 01:24:21,0
2024-05-07 01:34:23,0
2024-05-07 01:44:25,0
2024-05-07 01:54:27,0
2024-05-07 02:04:29,0
2024-05-07 02:14:31,0
2024-05-07 02:24:33,0
2024-05-07 02:34:35,0
2024-05-07 02:44:38,0
2024-05-07 02:54:40,0
2024-05-07 03:04:42,0
2024-05-07 03:14:44,0
2024-05-07 03:24:46,0
2024-05-07 03:34:48,0
2024-05-07 03:44:50,0
2024-05-07 03:54:52,0
2024-05-07 04:04:55,0
2024-05-07 04:14:57,0
2024-05-07 04:24:59,0
2024-05-07 04:35:01,0
2024-05-07 04:45:03,0
2024-05-07 04:55:05,0
2024-05-07 05:05:07,0
2024-05-07 05:15:10,0
2024-05-07 05:25:13,0
2024-05-07 05:35:15,0
2024-05-07 05:45:17,0
2024-05-07 05:55:19,0
2024-05-07 06:05:21,0
2024-05-07 06:15:23,0
2024-05-07 06:25:25,0
2024-05-07 06:35:27,0
2024-05-07 06:45:30,0
2024-05-07 06:55:32,0
2024-05-07 07:05:34,0
2024-05-07 07:15:36,0
2024-05-07 07:25:38,0
2024-05-07 07:35:40,0
2024-05-07 07:45:42,0
2024-05-07 07:55:44,0
2024-05-07 08:05:46,0
2024-05-07 08:15:48,0
2024-05-07 08:25:51,0
2024-05-07 08:35:53,0
2024-05-07 08:45:55,0
2024-05-07 08:55:57,0
2024-05-07 09:05:59,0
2024-05-07 09:16:01,0
2024-05-07 09:26:03,0
2024-05-07 09:36:05,0
2024-05-07 09:46:07,0
2024-05-07 09:56:10,0
2024-05-07 10:06:12,0
2024-05-07 10:16:14,0
2024-05-07 10:26:16,0
2024-05-07 10:36:18,0
2024-05-07 10:46:20,0
2024-05-07 10:56:22,0
2024-05-07 11:06:24,0
2024-05-07 11:26:30,0
2024-05-07 11:46:35,0
2024-05-07 12:06:40,0
2024-05-07 12:26:46,0
2024-05-07 12:46:51,0
2024-05-07 13:06:57,0
2024-05-07 13:27:02,0
2024-05-07 13:47:07,0
2024-05-07 14:07:13,0
2024-05-07 14:27:18,0
2024-05-07 14:47:23,0
2024-05-07 15:07:29,0
2024-05-07 15:27:34,0
2024-05-07 15:47:40,0
2024-05-07 16:07:45,0
2024-05-07 16:27:50,0
2024-05-07 16:47:56,0
2024-05-07 17:08:01,0
2024-05-07 17:28:06,0
2024-05-07 17:48:12,0
2024-05-07 18:08:17,0
2024-05-07 18:28:23,0
2024-05-07 18:48:28,0
2024-05-07 19:08:33,0
2024-05-07 19:28:39,0
2024-05-07 19:48:44,0
2024-05-07 20:08:49,0
2024-05-07 20:28:55,0
2024-05-07 20:49:00,0
2024-05-07 21:09:06,0
2024-05-07 21:29:11,0
2024-05-07 21:49:16,0
2024-05-07 22:09:22,0
2024-05-07 22:29:27,0
2024-05-07 22:49:32,0
2024-05-07 23:09:38,0
2024-05-07 23:29:43,0
2024-05-07 23:49:49,0
2024-05-08 00:09:54,0
2024-05-08 00:29:59,0
2024-05-08 00:50:05,0
2024-05-08 01:10:10,0
2024-05-08 01:30:16,0
2024-05-08 01:50:21,0
2024-05-08 02:10:26,0
2024-05-08 02:30:32,0
2024-05-08 02:50:37,0
2024-05-08 03:10:42,0
2024-05-08 03:30:48,0
2024-05-08 03:50:54,0
2024-05-08 04:11:00,0
2024-05-08 04:31:05,0
2024-05-08 04:51:11,0
2024-05-08 05:11:16,0
2024-05-08 05:31:21,0.5588
2024-05-08 05:51:27,0.2794
2024-05-08 06:11:32,0
2024-05-08 06:31:37,0
2024-05-08 06:51:43,0
2024-05-08 07:11:48,0
2024-05-08 07:31:54,0
2024-05-08 07:51:59,0
2024-05-08 08:12:04,0
2024-05-08 08:32:10,0
2024-05-08 08:52:15,0
2024-05-08 09:12:20,0
2024-05-08 09:32:26,0
2024-05-08 09:52:31,0
2024-05-08 10:12:37,0
2024-05-08 10:32:42,0
2024-05-08 10:52:47,0
2024-05-08 11:12:53,0
2024-05-08 11:32:58,0
2024-05-08 11:53:03,0
2024-05-08 12:13:09,0
2024-05-08 12:33:14,0
2024-05-08 12:53:19,0
2024-05-08 13:13:25,0
2024-05-08 13:33:30,0
2024-05-08 13:53:36,0
2024-05-08 14:13:41,0
2024-05-08 14:33:46,0
2024-05-08 14:53:52,0
2024-05-08 15:13:57,0.2794
2024-05-08 15:34:02,0
2024-05-08 15:54:08,0
2024-05-08 16:14:13,0
2024-05-08 16:34:19,0
2024-05-08 16:54:24,0
2024-05-08 17:14:29,0
2024-05-08 17:34:35,0
2024-05-08 17:54:40,0.2794
2024-05-08 18:14:45,0
2024-05-08 18:34:51,0
2024-05-08 18:54:56,0
2024-05-08 19:15:02,0
2024-05-08 19:35:07,0
2024-05-08 19:55:12,0
2024-05-08 20:15:18,0
2024-05-08 20:35:23,0
2024-05-08 20:55:28,0
2024-05-08 21:15:34,0
2024-05-08 21:35:39,0
2024-05-08 21:55:45,0
2024-05-08 22:15:50,0.2794
2024-05-08 22:35:55,0
2024-05-08 22:56:01,0
2024-05-08 23:16:06,0
2024-05-08 23:36:11,0
2024-05-08 23:56:17,0
2024-05-09 00:16:22,0
2024-05-09 00:36:28,0
2024-05-09 00:56:33,0
2024-05-09 01:16:38,0
2024-05-09 01:36:44,0
2024-05-09 01:56:49,0
2024-05-09 02:16:55,0
2024-05-09 02:37:00,0
2024-05-09 02:57:05,0
2024-05-09 03:17:11,0
2024-05-09 03:37:16,0
2024-05-09 03:57:21,0
2024-05-09 04:17:27,0
2024-05-09 04:37:32,0
2024-05-09 04:57:38,0
2024-05-09 05:17:43,0
2024-05-09 05:37:48,0
2024-05-09 05:57:54,0
2024-05-09 06:17:59,0
2024-05-09 06:38:04,0
2024-05-09 06:58:10,0
2024-05-09 07:18:15,0
2024-05-09 07:38:21,0
2024-05-09 07:58:26,0
2024-05-09 08:18:31,0
2024-05-09 08:38:37,0
2024-05-09 08:58:42,0
2024-05-09 09:18:47,0
2024-05-09 09:38:53,0
2024-05-09 09:58:58,0
2024-05-09 10:19:04,0
2024-05-09 10:39:09,0
2024-05-09 10:59:14,0
2024-05-09 11:19:20,0
2024-05-09 11:39:25,0
2024-05-09 11:59:30,0
2024-05-09 12:19:36,0
2024-05-09 12:39:41,0
2024-05-09 12:59:47,0
2024-05-09 13:19:52,0
2024-05-09 13:39:57,0
2024-05-09 14:10:06,0
2024-05-09 14:30:11,0
2024-05-09 14:50:17,0
2024-05-09 15:10:22,0
2024-05-09 15:30:28,0
2024-05-09 15:50:33,0
2024-05-09 16:10:38,0
2024-05-09 16:30:44,0
2024-05-09 16:50:49,0
2024-05-09 17:10:54,0
2024-05-09 17:31:00,0
2024-05-09 17:51:05,0
2024-05-09 18:11:10,0
2024-05-09 18:31:16,0
2024-05-09 18:51:21,0
2024-05-09 19:11:27,0
2024-05-09 19:31:32,0
2024-05-09 19:51:37,0
2024-05-09 20:11:43,0
2024-05-09 20:31:48,0
2024-05-09 20:51:53,0
2024-05-09 21:11:59,0
2024-05-09 21:32:04,0
2024-05-09 21:52:11,0
2024-05-09 22:12:16,0
2024-05-09 22:32:22,0
2024-05-09 22:52:27,0
2024-05-09 23:12:32,0
2024-05-09 23:32:38,0
2024-05-09 23:52:43,0
2024-05-10 00:12:48,0
2024-05-10 00:32:54,0
2024-05-10 00:52:59,0
2024-05-10 01:13:05,0
2024-05-10 01:33:10,0
2024-05-10 02:03:19,0
2024-05-10 02:23:24,0
2024-05-10 02:43:29,0
2024-05-10 03:03:35,0
2024-05-10 03:23:40,0
2024-05-10 03:43:45,0
2024-05-10 04:03:51,0
2024-05-10 04:23:56,0
2024-05-10 04:44:02,0
2024-05-10 05:04:07,0
2024-05-10 05:24:12,0
2024-05-10 05:44:18,0
2024-05-10 05:54:20,0
2024-05-10 06:04:22,0
2024-05-10 06:14:24,0
2024-05-10 06:24:26,0
2024-05-10 06:34:28,0
2024-05-10 06:44:30,0
2024-05-10 06:54:32,0
2024-05-10 07:04:35,0
2024-05-10 07:14:37,0
2024-05-10 07:24:39,0
2024-05-10 07:34:41,0
2024-05-10 07:44:43,0
2024-05-10 07:54:45,0
2024-05-10 08:04:47,0.2794
2024-05-10 08:14:49,0
2024-05-10 08:24:51,0
2024-05-10 08:34:54,0
2024-05-10 08:44:56,0
2024-05-10 08:54:58,0
2024-05-10 09:05:00,0
2024-05-10 09:15:02,0
2024-05-10 09:25:04,0
2024-05-10 09:35:06,0
